title,bert-base-uncased,roberta-large,microsoft/deberta-large,facebook/bart-large,xlnet-large-cased,google/electra-large-discriminator,albert-large-v2,Average
Frida,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.08163265306122448
Roger Dodger,0.7142857142857143,0.0,0.0,0.0,0.03571428571428571,0.0,0.17857142857142858,0.1326530612244898
I Spy,0.2857142857142857,1.0,0.8571428571428571,0.9285714285714286,0.07142857142857142,0.7142857142857143,0.10714285714285714,0.5663265306122449
Femme Fatale,0.07142857142857142,0.10714285714285714,0.03571428571428571,0.5714285714285714,0.0,0.5714285714285714,0.0,0.19387755102040813
8 Mile,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.00510204081632653
Far from Heaven,0.03571428571428571,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.015306122448979591
Half Past Dead,0.0,0.7142857142857143,0.8928571428571429,0.5,0.0,0.5714285714285714,0.0,0.38265306122448983
Harry Potter and the Chamber of Secrets,0.10714285714285714,0.0,0.0,0.0,0.21428571428571427,0.6785714285714286,0.03571428571428571,0.1479591836734694
Ararat,0.35714285714285715,0.42857142857142855,0.0,0.5,0.10714285714285714,0.25,0.14285714285714285,0.25510204081632654
Rio Grande,0.25,0.35714285714285715,0.17857142857142858,0.39285714285714285,0.17857142857142858,0.0,0.03571428571428571,0.19897959183673472
Fingers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houseboat,0.6071428571428571,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.09183673469387754
Legion of the Dead,0.8214285714285714,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.14795918367346936
Madame Bovary,0.35714285714285715,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.05612244897959184
Toy Soldiers,0.0,0.8928571428571429,0.75,0.10714285714285714,0.07142857142857142,0.0,0.0,0.2602040816326531
Ragtime,0.07142857142857142,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.015306122448979591
Rollover,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.00510204081632653
Shock Treatment,0.42857142857142855,0.0,0.0,0.0,0.0,0.03571428571428571,0.21428571428571427,0.09693877551020406
Sphinx,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.00510204081632653
the Ape Man,0.0,0.0,0.0,0.0,0.14285714285714285,0.03571428571428571,0.0,0.02551020408163265
Tattoo,0.5357142857142857,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.08163265306122448
Thief,0.42857142857142855,0.75,0.0,0.7857142857142857,0.0,0.5357142857142857,0.0,0.35714285714285715
True Confessions,0.14285714285714285,0.7142857142857143,0.03571428571428571,0.7857142857142857,0.03571428571428571,0.5714285714285714,0.0,0.32653061224489793
Die Another Day,0.07142857142857142,0.5714285714285714,0.8214285714285714,0.32142857142857145,0.10714285714285714,0.25,0.0,0.30612244897959184
Solaris,0.14285714285714285,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.02551020408163265
They,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.015306122448979591
Elling,0.6785714285714286,0.0,0.0,0.0,0.0,0.0,0.25,0.1326530612244898
Analyze That,0.25,0.21428571428571427,0.03571428571428571,0.75,0.0,0.32142857142857145,0.14285714285714285,0.24489795918367346
Adaptation,0.6428571428571429,0.0,0.0,0.0,0.0,0.03571428571428571,0.17857142857142858,0.12244897959183675
Equilibrium,0.14285714285714285,0.75,0.8571428571428571,0.21428571428571427,0.0,0.0,0.0,0.28061224489795916
Medea,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.08673469387755102
Alone in the Dark,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571
Best Friends,0.7142857142857143,0.0,0.0,0.0,0.07142857142857142,0.03571428571428571,0.25,0.15306122448979592
Cannery Row,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.01020408163265306
Danton,0.21428571428571427,0.0,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.04081632653061224
Maid in Manhattan,0.5,0.0,0.0,0.0,0.0,0.07142857142857142,0.25,0.1173469387755102
Star Nemesis,0.25,0.7857142857142857,0.75,0.6785714285714286,0.03571428571428571,0.0,0.0,0.35714285714285715
About Schmidt,0.7142857142857143,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.14285714285714285,0.1326530612244898
Evelyn,0.10714285714285714,0.0,0.0,0.0,0.07142857142857142,0.0,0.6071428571428571,0.11224489795918366
25th Hour,0.0,0.14285714285714285,0.0,0.6785714285714286,0.07142857142857142,0.5,0.0,0.1989795918367347
Antwone Fisher,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.04081632653061224
Gangs of New York,0.7142857142857143,0.32142857142857145,0.03571428571428571,0.8214285714285714,0.07142857142857142,0.4642857142857143,0.0,0.34693877551020413
Two Weeks Notice,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.1020408163265306
Narc,0.2857142857142857,0.75,0.0,0.7857142857142857,0.0,0.4642857142857143,0.10714285714285714,0.34183673469387754
Blue Steel,0.03571428571428571,0.35714285714285715,0.8214285714285714,0.14285714285714285,0.0,0.0,0.0,0.19387755102040813
Body of Evidence,0.42857142857142855,0.0,0.0,0.0,0.07142857142857142,0.0,0.03571428571428571,0.07653061224489796
Legend of the Lost,0.03571428571428571,0.0,0.0,0.0,0.10714285714285714,0.2857142857142857,0.03571428571428571,0.06632653061224489
Miami Blues,0.5357142857142857,0.42857142857142855,0.0,0.5,0.07142857142857142,0.5357142857142857,0.32142857142857145,0.34183673469387754
My Girl,0.6428571428571429,0.0,0.0,0.0,0.03571428571428571,0.0,0.21428571428571427,0.12755102040816327
Where's,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.12755102040816327
Attack of the Crab Monsters,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.05102040816326531
Esther Kahn,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.030612244897959183
Invaders from Mars,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.00510204081632653
Fat City,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.01020408163265306
Catch Me If You Can,0.07142857142857142,0.10714285714285714,0.0,0.7142857142857143,0.03571428571428571,0.25,0.0,0.16836734693877548
Chicago,0.6071428571428571,0.0,0.0,0.5714285714285714,0.07142857142857142,0.5357142857142857,0.25,0.29081632653061223
Max,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.03571428571428571,0.015306122448979591
Nicholas Nickleby,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.025510204081632654
Sonny,0.5357142857142857,0.07142857142857142,0.0,0.42857142857142855,0.03571428571428571,0.4642857142857143,0.0,0.2193877551020408
Doppelganger,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.030612244897959183
Confessions of a Dangerous Mind,0.7142857142857143,0.5357142857142857,0.0,0.7857142857142857,0.03571428571428571,0.39285714285714285,0.17857142857142858,0.3775510204081632
Just Married,0.6785714285714286,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.1173469387755102
Kangaroo Jack,0.6785714285714286,0.8571428571428571,0.8928571428571429,0.6071428571428571,0.0,0.0,0.10714285714285714,0.4489795918367347
Above Suspicion,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.04591836734693878
Alice Adams,0.5714285714285714,0.0,0.0,0.0,0.07142857142857142,0.0,0.10714285714285714,0.10714285714285712
Fun in Acapulco,0.6785714285714286,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.15816326530612246
Imitation of Life,0.10714285714285714,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.02551020408163265
Summer Lovers,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.12244897959183675
Darkness Falls,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.025510204081632654
Amen.,0.2857142857142857,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.06122448979591836
Blind Date,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.030612244897959183
Bullet,0.0,0.9285714285714286,0.8928571428571429,0.8571428571428571,0.0,0.5714285714285714,0.0,0.4642857142857143
Gus,0.4642857142857143,0.0,0.10714285714285714,0.0,0.17857142857142858,0.0,0.6071428571428571,0.19387755102040818
Sugar Hill,0.03571428571428571,0.0,0.0,0.0,0.10714285714285714,0.0,0.03571428571428571,0.02551020408163265
Chaos,0.6428571428571429,0.14285714285714285,0.0,0.6785714285714286,0.10714285714285714,0.5,0.6071428571428571,0.38265306122448983
Lost in La Mancha,0.0,0.0,0.0,0.0,0.32142857142857145,0.07142857142857142,0.0,0.056122448979591844
May,0.8214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.1173469387755102
Ordinary Decent Criminal,0.42857142857142855,0.7142857142857143,0.0,0.8571428571428571,0.0,0.5,0.14285714285714285,0.37755102040816324
Pursued,0.07142857142857142,0.21428571428571427,0.0,0.21428571428571427,0.0,0.0,0.03571428571428571,0.07653061224489796
Victim,0.21428571428571427,0.8214285714285714,0.0,0.8214285714285714,0.07142857142857142,0.5357142857142857,0.0,0.35204081632653056
Endangered Species,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.025510204081632654
Enigma,0.4642857142857143,0.0,0.0,0.0,0.03571428571428571,0.0,0.35714285714285715,0.12244897959183675
Evil Under the Sun,0.07142857142857142,0.39285714285714285,0.0,0.5,0.14285714285714285,0.17857142857142858,0.0,0.1836734693877551
Firefox,0.25,0.8214285714285714,0.9642857142857143,0.21428571428571427,0.0,0.0,0.0,0.32142857142857145
Hammett,0.0,0.10714285714285714,0.0,0.75,0.0,0.32142857142857145,0.0,0.1683673469387755
Honkytonk Man,0.5714285714285714,0.0,0.0,0.0,0.07142857142857142,0.0,0.10714285714285714,0.10714285714285712
Making Love,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.02040816326530612
Missing,0.5,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.07653061224489796
Monsignor,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.25,0.03571428571428571,0.07142857142857142
One from the Heart,0.39285714285714285,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.061224489795918366
Partners,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.5,0.09693877551020409
Querelle,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.02040816326530612
Sword of the Valiant,0.17857142857142858,0.8928571428571429,0.8214285714285714,0.2857142857142857,0.10714285714285714,0.2857142857142857,0.0,0.36734693877551017
Tempest,0.6785714285714286,0.0,0.0,0.0,0.07142857142857142,0.0,0.75,0.21428571428571427
Trail of the Pink Panther,0.25,0.03571428571428571,0.0,0.6071428571428571,0.0,0.39285714285714285,0.03571428571428571,0.18877551020408162
How to Lose a Guy in 10 Days,0.75,0.0,0.0,0.0,0.0,0.03571428571428571,0.14285714285714285,0.1326530612244898
Shanghai Knights,0.21428571428571427,0.9642857142857143,0.8571428571428571,0.5,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.423469387755102
Daredevil,0.0,0.9285714285714286,0.8928571428571429,0.9642857142857143,0.0,0.6428571428571429,0.0,0.489795918367347
Gerry,0.0,0.0,0.0,0.0,0.17857142857142858,0.17857142857142858,0.0,0.05102040816326531
Dennis the Menace,0.75,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.12755102040816327
Stand-In,0.6428571428571429,0.0,0.0,0.0,0.0,0.03571428571428571,0.17857142857142858,0.12244897959183675
Into the West,0.0,0.0,0.03571428571428571,0.0,0.17857142857142858,0.39285714285714285,0.14285714285714285,0.10714285714285714
Mr. Majestyk,0.03571428571428571,0.6428571428571429,0.7857142857142857,0.25,0.03571428571428571,0.0,0.0,0.25000000000000006
Pillow Talk,0.6785714285714286,0.0,0.0,0.0,0.0,0.03571428571428571,0.32142857142857145,0.1479591836734694
Dark Blue,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.8928571428571429,0.14285714285714285,0.5357142857142857,0.0,0.5306122448979591
Lady Jane,0.21428571428571427,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571
Teenagers from Outer Space,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612
Willard,0.10714285714285714,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.02040816326530612
Spun,0.6785714285714286,0.0,0.0,0.4642857142857143,0.03571428571428571,0.5,0.32142857142857145,0.2857142857142857
King of Kings,0.03571428571428571,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.015306122448979591
Two-Lane Blacktop,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.01020408163265306
Born Yesterday,0.39285714285714285,0.0,0.0,0.0,0.0,0.03571428571428571,0.10714285714285714,0.07653061224489796
Equus,0.14285714285714285,0.0,0.4642857142857143,0.0,0.0,0.0,0.0,0.08673469387755103
Fear Strikes Out,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.00510204081632653
Green Card,0.35714285714285715,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.14285714285714285,0.08163265306122448
Journey to the Center of the Earth,0.17857142857142858,0.0,0.0,0.10714285714285714,0.35714285714285715,0.4642857142857143,0.14285714285714285,0.17857142857142858
One Good Cop,0.17857142857142858,0.8571428571428571,0.8571428571428571,0.9642857142857143,0.03571428571428571,0.42857142857142855,0.0,0.4744897959183673
Salaam,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.04591836734693877
Sweet Charity,0.75,0.0,0.0,0.0,0.03571428571428571,0.0,0.39285714285714285,0.1683673469387755
Women in Love,0.17857142857142858,0.0,0.0,0.0,0.03571428571428571,0.0,0.07142857142857142,0.04081632653061224
Boat Trip,0.6071428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.1020408163265306
Dreamcatcher,0.39285714285714285,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.061224489795918366
Basic,0.32142857142857145,0.07142857142857142,0.0,0.03571428571428571,0.07142857142857142,0.25,0.07142857142857142,0.1173469387755102
What a Girl Wants,0.5357142857142857,0.0,0.0,0.0,0.03571428571428571,0.0,0.14285714285714285,0.1020408163265306
In a Lonely Place,0.17857142857142858,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.03571428571428571
Square Dance,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.01020408163265306
Wake of the Red Witch,0.39285714285714285,0.5357142857142857,0.8571428571428571,0.07142857142857142,0.21428571428571427,0.10714285714285714,0.0,0.3112244897959183
Phone Booth,0.07142857142857142,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.015306122448979591
Levity,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.00510204081632653
Anger Management,0.6428571428571429,0.0,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.12244897959183675
Straw Dogs,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.00510204081632653
Beginning of the End,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612
Fahrenheit 451,0.14285714285714285,0.0,0.0,0.0,0.10714285714285714,0.0,0.03571428571428571,0.04081632653061224
Memories of Me,0.5714285714285714,0.0,0.0,0.0,0.03571428571428571,0.0,0.35714285714285715,0.1377551020408163
Undercover Blues,0.14285714285714285,0.7142857142857143,0.0,0.5,0.0,0.6428571428571429,0.07142857142857142,0.2959183673469388
Wildcats,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.10714285714285714
Scenes from a Mall,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.07653061224489796
Identity,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.5,0.03571428571428571,0.5,0.0,0.17857142857142858
City of Ghosts,0.0,0.07142857142857142,0.0,0.7142857142857143,0.03571428571428571,0.4642857142857143,0.0,0.18367346938775508
People I Know,0.07142857142857142,0.0,0.0,0.6785714285714286,0.03571428571428571,0.5357142857142857,0.0,0.18877551020408162
Spellbound,0.0,0.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.07653061224489796
Daddy Day Care,0.7142857142857143,0.75,0.10714285714285714,0.9285714285714286,0.14285714285714285,0.0,0.21428571428571427,0.40816326530612246
Absolute Beginners,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beat Street,0.25,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.05102040816326531
Gunfight at the O.K. Corral,0.21428571428571427,0.5,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.0,0.07142857142857142,0.17346938775510204
High Society,0.75,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.13775510204081634
Kiss Me Kate,0.8214285714285714,0.0,0.0,0.0,0.0,0.0,0.25,0.15306122448979592
Respiro,0.6785714285714286,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.6071428571428571,0.19387755102040818
Wrong Turn,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571
Nevada Smith,0.03571428571428571,0.5,0.03571428571428571,0.5714285714285714,0.07142857142857142,0.0,0.0,0.17346938775510204
Regeneration,0.32142857142857145,0.0,0.0,0.03571428571428571,0.0,0.32142857142857145,0.07142857142857142,0.10714285714285714
Silk Stockings,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.02040816326530612
Big Jake,0.14285714285714285,0.25,0.0,0.75,0.03571428571428571,0.0,0.0,0.1683673469387755
Dementia 13,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.05102040816326531
Le Mans,0.0,0.5357142857142857,0.8928571428571429,0.17857142857142858,0.39285714285714285,0.07142857142857142,0.0,0.2959183673469388
Don't Run,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.061224489795918366
Bend of the River,0.10714285714285714,0.25,0.0,0.5714285714285714,0.03571428571428571,0.0,0.03571428571428571,0.14285714285714285
Come September,0.4642857142857143,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.09183673469387756
Destry Rides Again,0.75,0.42857142857142855,0.10714285714285714,0.6428571428571429,0.03571428571428571,0.0,0.14285714285714285,0.30102040816326536
King Rat,0.0,0.0,0.03571428571428571,0.17857142857142858,0.03571428571428571,0.25,0.0,0.07142857142857142
Live Wire,0.0,0.6428571428571429,0.7857142857142857,0.14285714285714285,0.0,0.0,0.0,0.22448979591836735
Winchester '73,0.03571428571428571,0.21428571428571427,0.03571428571428571,0.42857142857142855,0.07142857142857142,0.0,0.0,0.11224489795918366
Battle Cry,0.7857142857142857,0.32142857142857145,0.0,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.0,0.2704081632653061
This Boy's Life,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306
13 Rue Madeleine,0.0,0.03571428571428571,0.0,0.10714285714285714,0.03571428571428571,0.2857142857142857,0.03571428571428571,0.07142857142857142
633 Squadron,0.10714285714285714,0.2857142857142857,0.03571428571428571,0.8571428571428571,0.07142857142857142,0.2857142857142857,0.03571428571428571,0.23979591836734696
Barton Fink,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.00510204081632653
Battle of Britain,0.5,0.8214285714285714,0.0,0.9285714285714286,0.03571428571428571,0.21428571428571427,0.03571428571428571,0.36224489795918363
Cloak and Dagger,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.00510204081632653
Duel at Diablo,0.0,0.17857142857142858,0.0,0.21428571428571427,0.03571428571428571,0.2857142857142857,0.03571428571428571,0.10714285714285712
From the Terrace,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306
Heaven Mr. Allison,0.07142857142857142,0.07142857142857142,0.0,0.03571428571428571,0.03571428571428571,0.25,0.0,0.06632653061224489
Music Box,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.015306122448979591
North to Alaska,0.75,0.5714285714285714,0.03571428571428571,0.8571428571428571,0.21428571428571427,0.0,0.07142857142857142,0.3571428571428572
Chisum,0.0,0.42857142857142855,0.03571428571428571,0.4642857142857143,0.14285714285714285,0.0,0.0,0.15306122448979592
Shattered,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.015306122448979591
Thoroughly Modern Millie,0.6071428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.39285714285714285,0.14795918367346936
Where the Heart Is,0.6428571428571429,0.0,0.0,0.0,0.03571428571428571,0.0,0.17857142857142858,0.12244897959183675
Manito,0.21428571428571427,0.0,0.0,0.0,0.07142857142857142,0.0,0.17857142857142858,0.0663265306122449
Murphy's War,0.03571428571428571,0.6071428571428571,0.0,0.32142857142857145,0.03571428571428571,0.21428571428571427,0.0,0.17346938775510204
Orphans of the Storm,0.6785714285714286,0.0,0.0,0.0,0.10714285714285714,0.0,0.03571428571428571,0.1173469387755102
28 Days Later,0.21428571428571427,0.8214285714285714,0.7857142857142857,0.32142857142857145,0.0,0.0,0.0,0.30612244897959184
Charlie's Full Throttle,0.8214285714285714,0.8571428571428571,0.6785714285714286,0.8214285714285714,0.03571428571428571,0.75,0.14285714285714285,0.586734693877551
Jesus,0.5357142857142857,0.0,0.0,0.0,0.17857142857142858,0.0,0.07142857142857142,0.11224489795918367
Made for Each Other,0.75,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.12755102040816327
You Only Live Once,0.0,0.03571428571428571,0.0,0.39285714285714285,0.0,0.5,0.0,0.1326530612244898
Anastasia,0.4642857142857143,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.07142857142857142
Flight of the Intruder,0.0,0.8928571428571429,0.8928571428571429,0.4642857142857143,0.0,0.2857142857142857,0.03571428571428571,0.36734693877551017
Fun with Dick and Jane,0.8214285714285714,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.14285714285714285
Man's Favorite,0.6428571428571429,0.0,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.12244897959183675
Mr. Baseball,0.8214285714285714,0.0,0.0,0.0,0.0,0.03571428571428571,0.14285714285714285,0.14285714285714285
Scaramouche,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.01020408163265306
Strange Bedfellows,0.39285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.07653061224489796
Up the Sandbox,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.10714285714285714
What's,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.1020408163265306
Legally Blonde White Blonde,0.5,0.0,0.0,0.0,0.0,0.03571428571428571,0.21428571428571427,0.10714285714285714
Terminator Rise of the Machines,0.03571428571428571,0.9642857142857143,0.8214285714285714,0.8214285714285714,0.10714285714285714,0.17857142857142858,0.03571428571428571,0.423469387755102
Swimming Pool,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.03571428571428571
Pirates of the The Curse of the Black Pearl,0.6785714285714286,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.25,0.5,0.14285714285714285,0.5
Madame,0.5714285714285714,0.0,0.0,0.0,0.10714285714285714,0.0,0.03571428571428571,0.1020408163265306
Bad Boys II,0.7142857142857143,0.9285714285714286,0.8214285714285714,0.9642857142857143,0.03571428571428571,0.35714285714285715,0.14285714285714285,0.5663265306122449
Dirty Pretty Things,0.2857142857142857,0.35714285714285715,0.0,0.7142857142857143,0.03571428571428571,0.5,0.0,0.27040816326530615
On the Run,0.35714285714285715,0.14285714285714285,0.03571428571428571,0.75,0.03571428571428571,0.5357142857142857,0.03571428571428571,0.27040816326530615
Curly Sue,0.8214285714285714,0.0,0.0,0.0,0.07142857142857142,0.03571428571428571,0.14285714285714285,0.15306122448979592
Little Giants,0.5357142857142857,0.17857142857142858,0.03571428571428571,0.25,0.5,0.0,0.21428571428571427,0.24489795918367346
Loose Cannons,0.75,0.14285714285714285,0.9285714285714286,0.2857142857142857,0.0,0.0,0.14285714285714285,0.32142857142857145
Seabiscuit,0.07142857142857142,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.015306122448979591
Spy Kids Game Over,0.0,1.0,0.8214285714285714,0.25,0.39285714285714285,0.07142857142857142,0.14285714285714285,0.3826530612244898
Camp,0.4642857142857143,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07653061224489796
Gator,0.03571428571428571,0.9285714285714286,0.8928571428571429,0.25,0.03571428571428571,0.0,0.0,0.30612244897959184
Juggernaut,0.0,0.8928571428571429,0.5,0.17857142857142858,0.0,0.0,0.0,0.22448979591836735
Kiss Stupid,0.4642857142857143,0.0,0.0,0.0,0.0,0.03571428571428571,0.17857142857142858,0.09693877551020409
Three,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.08673469387755102
Gigli,0.6785714285714286,0.07142857142857142,0.0,0.6428571428571429,0.0,0.6071428571428571,0.07142857142857142,0.2959183673469388
I'll Be There,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.08163265306122448
S.W.A.T.,0.21428571428571427,0.8928571428571429,0.8928571428571429,0.21428571428571427,0.0,0.0,0.0,0.3163265306122449
Accattone,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.4642857142857143,0.07142857142857142
Big Trouble,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.08163265306122448
Purpose,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.015306122448979591
Umberto D.,0.03571428571428571,0.0,0.0,0.0,0.07142857142857142,0.0,0.4642857142857143,0.08163265306122448
Brother's Keeper,0.0,0.0,0.0,0.0,0.42857142857142855,0.07142857142857142,0.0,0.07142857142857142
Freddy vs. Jason,0.32142857142857145,0.9642857142857143,0.7857142857142857,0.21428571428571427,0.0,0.0,0.0,0.326530612244898
Grind,0.4642857142857143,0.75,0.6785714285714286,0.21428571428571427,0.0,0.0,0.14285714285714285,0.32142857142857145
Open Range,0.10714285714285714,0.6071428571428571,0.07142857142857142,0.7857142857142857,0.0,0.0,0.0,0.22448979591836732
Uptown Girls,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.09693877551020409
American Splendor,0.6785714285714286,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.12244897959183673
Agent Cody Banks,0.0,0.8571428571428571,1.0,0.25,0.32142857142857145,0.17857142857142858,0.10714285714285714,0.38775510204081637
House of Wax,0.10714285714285714,0.0,0.03571428571428571,0.6428571428571429,0.0,0.6428571428571429,0.0,0.20408163265306126
Man's Best Friend,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306
Wait Until Dark,0.32142857142857145,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.056122448979591844
Showdown in Little Tokyo,0.0,0.7857142857142857,0.8571428571428571,0.8214285714285714,0.0,0.5714285714285714,0.0,0.4336734693877551
THX 1138,0.25,0.9285714285714286,0.9285714285714286,0.5,0.17857142857142858,0.17857142857142858,0.03571428571428571,0.4285714285714285
Valley of the Dolls,0.17857142857142858,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.030612244897959186
Ash Wednesday,0.2857142857142857,0.21428571428571427,0.0,0.4642857142857143,0.07142857142857142,0.5357142857142857,0.0,0.22448979591836737
Joe Kidd,0.0,0.17857142857142858,0.07142857142857142,0.42857142857142855,0.17857142857142858,0.0,0.0,0.12244897959183675
